GID;Pos;Name;Team;Opponent;Home/Away;Salary;Salary Change;Points;GP;Pts/Game;Pts/G/$;Pts/G(alt);Bye week;
2916;RB;Whittaker, Fozzy;car;ind;H;4700;0;8.5;6;1.42;0.3;0;5;
4570;TE;Escobar, Gavin;dal;sea;H;4500;0;8.4;4;2.1;0.47;0;6;
2932;RB;Mason, Tre;stl;sfo;H;4900;-400;8.3;4;2.08;0.42;0;6;
2736;RB;Gerhart, Toby;jac;;H;0;-5000;8.2;5;1.64;0;0.8;8;
5398;RB;Robinson, Josh;ind;car;A;4900;0;8.2;5;1.64;0.33;0;10;
5397;RB;Zenner, Zach;det;kan;A;0;-5400;8.1;4;2.03;0;0;9;
6208;K;Forbath, Kai;no;nyg;H;4600;4600;8;2;4;0.87;3;11;
5194;WR;Ross, Jeremy;bal;sdg;H;4500;0;7.9;3;2.63;0.59;-0.6;9;
2867;RB;Turbin, Robert;cle;ari;H;4700;0;7.5;2;3.75;0.8;4.8;11;
5368;WR;Matthews, Chris;sea;dal;A;4500;0;7.4;5;1.48;0.33;0;9;
3891;WR;Bryant, Dez;dal;sea;H;8000;-300;7.3;1;7.3;0.91;0;6;
2855;RB;Herron, Dan;buf;;H;0;-5500;7.2;3;2.4;0;1.7;8;
1350;QB;Clausen, Jimmy;chi;min;H;5700;5700;7.16;2;3.58;0.63;0;7;
4594;TE;Doyle, Jack;ind;car;A;4500;0;6.9;3;2.3;0.51;0;10;
5380;WR;Parker, DeVante;mia;ne;A;4500;-500;6.9;2;3.45;0.77;0;5;
3969;WR;Parker, Preston;nyg;no;A;0;0;6.8;2;3.4;0;0;11;
4577;TE;Toilolo, Levine;atl;tam;H;4500;0;6.8;4;1.7;0.38;0;10;
2495;RB;Bush, Reggie;sfo;stl;A;5000;-300;6.7;4;1.68;0.34;4.9;10;
5256;WR;Lee, Marqise;jac;;H;0;-4600;6.7;2;3.35;0;0;8;
1262;QB;Clemens, Kellen;sdg;bal;A;5200;0;6.52;1;6.52;1.25;0;10;
5265;WR;Ellington, Bruce;sfo;stl;A;4500;0;6.4;4;1.6;0.36;0;10;
4424;TE;Stevens, Craig;ten;hou;A;4500;0;6.3;3;2.1;0.47;0;4;
4455;TE;Coffman, Chase;ten;hou;A;4500;0;6.2;1;6.2;1.38;0;4;
4572;TE;McDonald, Vance;sfo;stl;A;4600;0;6.2;6;1.03;0.22;0.6;10;
2805;RB;DiMarco, Patrick;atl;tam;H;4500;0;6.1;5;1.22;0.27;0;10;
5396;RB;Murphy, Marcus;no;nyg;H;4500;0;6;7;0.86;0.19;0;11;
4535;TE;Smith, Lee;oak;nyj;H;4500;4500;5.9;5;1.18;0.26;1.1;6;
2818;RB;Rodgers, Jacquizz;chi;min;H;4500;4500;5.6;5;1.12;0.25;0;7;
5203;WR;Fuller, Corey;det;kan;A;4500;0;5.6;2;2.8;0.62;0;9;
3743;WR;Caldwell, Andre;den;gb;H;4500;4500;5.2;5;1.04;0.23;0;7;
2890;RB;Burkhead, Rex;cin;pit;A;4500;4500;5.2;4;1.3;0.29;0;7;
4484;TE;Dray, Jim;cle;ari;H;4500;0;5;3;1.67;0.37;2;11;
2910;RB;Bohanon, Tommy;nyj;oak;A;4500;0;4.8;2;2.4;0.53;4.6;5;
4462;TE;Pettigrew, Brandon;det;kan;A;4500;0;4.4;2;2.2;0.49;0;9;
5320;RB;Davis, Mike;sfo;stl;A;4500;0;4.4;3;1.47;0.33;0;10;
4481;TE;Cumberland, Jeff;nyj;oak;A;4600;0;4.1;2;2.05;0.45;2.1;5;
2863;RB;Rainey, Bobby;tam;atl;A;4600;0;4.1;6;0.68;0.15;0.9;6;
2535;RB;Bradshaw, Ahmad;ind;car;A;5000;-300;3.9;2;1.95;0.39;1.8;10;
4532;TE;Stocker, Luke;tam;atl;A;4500;0;3.7;1;3.7;0.82;3.7;6;
5400;WR;Whitehead, Lucky;dal;sea;H;4600;0;3.7;2;1.85;0.4;3.5;6;
3946;WR;LaFell, Brandon;ne;mia;H;5500;-1000;3.5;1;3.5;0.64;3.5;4;
5205;WR;Goodwin, Marquise;buf;;H;0;-4500;3.4;2;1.7;0;0;8;
2861;RB;Pierce, Bernard;jac;;H;0;-4500;3.3;4;0.83;0;0;8;
2965;RB;Thompson, Juwan;den;gb;H;4900;4900;3.2;2;1.6;0.33;0;7;
4666;TE;Bell, Blake;sfo;stl;A;4500;0;3.2;3;1.07;0.24;0;10;
2999;RB;Artis-Payne, Cameron;car;ind;H;4900;0;3.1;3;1.03;0.21;0;5;
5399;WR;Davis, Geremy;nyg;no;A;4500;0;3.1;3;1.03;0.23;0;11;
2898;RB;Michael, Christine;dal;sea;H;5400;-200;3;3;1;0.19;2.5;6;
5208;WR;Patterson, Cordarrelle;min;chi;A;4500;0;2.9;6;0.48;0.11;0;5;
5418;WR;Worthy, Chandler;hou;ten;H;4900;0;2.9;3;0.97;0.2;0;9;
5416;WR;White, DeAndrew;sfo;stl;A;4500;0;2.8;2;1.4;0.31;0;10;
5419;WR;Waller, Darren;bal;sdg;H;4500;0;2.8;3;0.93;0.21;0;9;
2874;RB;Bolden, Brandon;ne;mia;H;4900;0;2.6;2;1.3;0.27;0;4;
2903;RB;Taylor, Stepfan;ari;cle;A;4500;0;2.5;2;1.25;0.28;0;9;
4518;TE;Quarless, Andrew;gb;den;A;4500;4500;2.4;1;2.4;0.53;0;7;
4554;TE;Ellison, Rhett;min;chi;A;4500;0;2.4;3;0.8;0.18;0;5;
4553;TE;Hanna, James;dal;sea;H;4500;0;2.3;2;1.15;0.26;1.1;6;
1450;QB;Griffin, Ryan;hou;ten;H;4800;0;2.3;1;2.3;0.48;0;9;
4648;TE;Brate, Cameron;tam;atl;A;4500;0;2.3;2;1.15;0.26;1.1;6;
2791;RB;Young, Darrel;was;;H;0;-4500;2.1;5;0.42;0;0.1;8;
2875;RB;Draughn, Shaun;cle;ari;H;4500;0;2.1;5;0.42;0.09;0;11;
4565;TE;Harkey, Cory;stl;sfo;H;4500;0;1.8;3;0.6;0.13;0.9;6;
4605;TE;Niklas, Troy;ari;cle;A;4500;0;1.8;1;1.8;0.4;0;9;
4669;TE;Pruitt, MyCole;min;chi;A;4500;0;1.8;3;0.6;0.13;1.8;5;
5401;RB;Hayne, Jarryd;sfo;stl;A;4500;0;1.7;6;0.28;0.06;0;10;
5423;RB;Harris, Alonzo;gb;den;A;5000;5000;1.7;1;1.7;0.34;0;7;
5388;WR;Coates, Sammie;pit;cin;H;4500;0;1.6;1;1.6;0.36;0;11;
5157;WR;Quick, Brian;stl;sfo;H;4700;-100;1.5;2;0.75;0.16;0;6;
5169;WR;Streater, Rod;oak;nyj;H;4500;0;1.3;1;1.3;0.29;0;6;
4539;TE;Housler, Rob;cle;ari;H;4500;0;1.1;3;0.37;0.08;0;11;
2840;RB;Todman, Jordan;pit;cin;H;4700;0;1.1;2;0.55;0.12;0;11;
5223;WR;Shepard, Russell;tam;atl;A;4500;0;1.1;2;0.55;0.12;0;6;
2929;RB;West, Terrance;ten;hou;A;4500;-400;1.1;2;0.55;0.12;0;4;
2869;RB;Cadet, Travaris;ne;mia;H;4500;0;0.7;1;0.7;0.16;0;4;
2909;RB;Coleman, Derrick;sea;dal;A;4500;0;0.7;2;0.35;0.08;0;9;
4595;TE;Gray, Marqueis;buf;;H;0;-4500;0.7;1;0.7;0;0;8;
5405;RB;Grant, Corey;jac;;H;0;-4500;0.5;5;0.1;0;0;8;
1298;QB;Moore, Matt;mia;ne;A;5400;0;0.36;1;0.36;0.07;0.36;5;
4450;TE;Johnson, David;sdg;bal;A;4500;0;0.2;2;0.1;0.02;0;10;
2917;RB;Wood, Cierre;buf;;H;0;-4500;0.2;2;0.1;0;0;8;
4371;TE;Spaeth, Matt;pit;cin;H;4500;0;0;1;0;0;0;11;
3661;WR;Bowe, Dwayne;cle;ari;H;4900;0;0;2;0;0;0;11;
3678;WR;Jones, Jacoby;sdg;bal;A;4500;0;0;4;0;0;0;10;
4403;TE;Davis, Kellen;nyj;oak;A;4500;0;0;2;0;0;0;5;
3732;WR;Weems, Eric;atl;tam;H;4500;0;0;7;0;0;0;10;
3760;WR;Slater, Matthew;ne;mia;H;4500;0;0;1;0;0;0;4;
3770;WR;Jackson, DeSean;was;;H;0;-5600;0;1;0;0;0;8;
2692;RB;Peerman, Cedric;cin;pit;A;4500;4500;0;1;0;0;0;7;
3949;WR;Mariani, Marc;chi;min;H;4500;4500;0;6;0;0;0;7;
5071;QB;Webb, Joe;car;ind;H;4800;0;0;1;0;0;0;5;
2857;RB;James, LaMichael;mia;ne;A;4500;0;0;1;0;0;0;5;
2878;RB;Lane, Jorvorskie;tam;atl;A;4500;0;0;1;0;0;0;6;
2887;RB;Barner, Kenjon;phi;;H;0;-4500;0;1;0;0;0;8;
5239;WR;Golden, Brittan;ari;cle;A;4500;0;0;3;0;0;0;9;
5241;WR;White, Myles;nyg;no;A;0;0;0;2;0;0;0;11;
4614;TE;Helfet, Cooper;sea;dal;A;4500;0;0;1;0;0;0;9;
5268;WR;Latimer, Cody;den;gb;H;4500;4500;0;1;0;0;0;7;
5271;RB;Archer, Dri;pit;cin;H;4500;-600;0;5;0;0;0;11;
5310;WR;Norwood, Kevin;car;ind;H;4500;0;0;1;0;0;0;5;
1290;QB;Stanton, Drew;ari;cle;A;5200;0;-0.2;2;-0.1;-0.02;0;9;
1423;QB;Renfree, Sean;atl;tam;H;4800;0;-0.4;1;-0.4;-0.08;0;10;
1452;QB;Garoppolo, Jimmy;ne;mia;H;5000;0;-0.4;2;-0.2;-0.04;0;4;
2860;RB;Pead, Isaiah;stl;sfo;H;4500;-400;-1.7;1;-1.7;-0.38;0;6;
5109;WR;Moore, Denarius;buf;;H;0;-4500;-2;3;-0.67;0;0;8;
5409;WR;Nelson, J.J.;ari;cle;A;4500;0;-2;2;-1;-0.22;0;9;
