GID;Pos;Name;Team;Opponent;Home/Away;Salary;Salary Change;Points;GP;Pts/Game;Pts/G/$;Pts/G(alt);Bye week;
2707;RB;McCoy, LeSean;buf;mia;H;7800;7800;60.2;5;12.04;1.54;0;8;
6071;K;Bryant, Matt;atl;sfo;A;4800;0;60;8;7.5;1.56;8;10;
6194;K;Bailey, Dan;dal;phi;H;4600;0;60;7;8.57;1.86;14;6;
6232;K;Coons, Travis;cle;cin;A;4500;0;60;8;7.5;1.67;2;11;
5148;WR;Floyd, Michael;ari;;H;0;-4900;59.9;8;7.49;0;18.6;9;
2969;RB;Crowell, Isaiah;cle;cin;A;5300;-300;59.9;8;7.49;1.41;3.1;11;
4360;TE;Walker, Delanie;ten;no;A;5500;100;59.6;6;9.93;1.81;9.2;4;
7017;D;Minnesota;min;stl;H;4700;0;59;7;8.43;1.79;8;5;
4411;TE;Tamme, Jacob;atl;sfo;A;5200;400;58.9;7;8.41;1.62;21.3;10;
3437;WR;Johnson, Andre;ind;den;H;5600;0;58.8;8;7.35;1.31;16.1;10;
4601;TE;Ebron, Eric;det;;H;0;-5500;58.7;6;9.78;0;3.9;9;
6104;K;Crosby, Mason;gb;car;A;5000;0;58;7;8.29;1.66;6;7;
7015;D;Kansas City;kan;;H;0;-4700;58;8;7.25;0;14;9;
5153;WR;Jeffery, Alshon;chi;sdg;A;7900;200;57.6;3;19.2;2.43;22.6;7;
6093;K;Nugent, Mike;cin;cle;H;4600;0;57;7;8.14;1.77;13;7;
7002;D;Atlanta;atl;sfo;A;4900;100;57;8;7.13;1.45;2;10;
5253;WR;Evans, Mike;tam;nyg;H;7500;-300;56.6;6;9.43;1.26;6.3;6;
3550;WR;Jackson, Vincent;tam;nyg;H;6000;-200;56.4;6;9.4;1.57;0;6;
5113;WR;Smith, Torrey;sfo;atl;H;5500;-200;56.2;8;7.03;1.28;2.9;10;
5130;WR;Harris, Dwayne;nyg;tam;A;5300;300;56.2;8;7.03;1.33;17.2;11;
2896;RB;Lacy, Eddie;gb;car;A;6700;0;56;7;8;1.19;11.2;7;
5275;WR;Aiken, Kamar;bal;;H;0;-5400;55.8;8;6.98;0;9.2;9;
3851;WR;Amendola, Danny;ne;was;H;5300;-500;55.3;7;7.9;1.49;1.6;4;
7007;D;Cincinnati;cin;cle;H;5000;300;55;7;7.86;1.57;13;7;
2777;RB;Starks, James;gb;car;A;5800;0;54.4;7;7.77;1.34;2.8;7;
4552;TE;Fleener, Coby;ind;den;H;5000;0;54.3;7;7.76;1.55;13.8;10;
6016;K;Dawson, Phil;sfo;atl;H;4800;0;54;8;6.75;1.41;8;10;
5372;RB;Williams, Karlos;buf;mia;H;5600;5600;53.7;4;13.43;2.4;0;8;
5216;WR;Williams, Terrance;dal;phi;H;5600;0;53.3;7;7.61;1.36;3;6;
7029;D;Tampa Bay;tam;nyg;H;4000;0;53;7;7.57;1.89;10;6;
3602;WR;Colston, Marques;no;ten;H;5500;400;52.9;7;7.56;1.37;21.4;11;
3604;WR;Moore, Lance;det;;H;0;-5400;52.7;8;6.59;0;10.4;9;
5217;WR;Woods, Robert;buf;mia;H;4900;4900;52.5;7;7.5;1.53;0;8;
3737;WR;Johnson, Steve;sdg;chi;H;5400;-500;52.3;6;8.72;1.61;3.8;10;
4636;TE;Gillmore, Crockett;bal;;H;0;-5000;52.2;6;8.7;0;7.8;9;
5114;WR;Hankerson, Leonard;atl;sfo;A;5000;-300;52.1;6;8.68;1.74;0;10;
6037;K;Vinatieri, Adam;ind;den;H;4800;0;52;8;6.5;1.35;17;10;
6209;K;Hopkins, Dustin;was;ne;A;4800;4800;52;6;8.67;1.81;0;8;
2924;RB;Anderson, C.J.;den;ind;A;6000;-300;51.6;7;7.37;1.23;17.1;7;
5386;WR;Lockett, Tyler;sea;;H;0;-5300;51.4;8;6.43;0;5.1;9;
2484;RB;Sproles, Darren;phi;dal;A;5500;5500;51.2;7;7.31;1.33;0;8;
2775;RB;Spiller, C.J.;no;ten;H;5500;400;50.9;7;7.27;1.32;10.6;11;
2991;RB;Gordon, Melvin;sdg;chi;H;6100;-100;50.5;8;6.31;1.03;8.6;10;
2995;RB;Abdullah, Ameer;det;;H;0;-5600;50.4;8;6.3;0;0.3;9;
5186;WR;Kearse, Jermaine;sea;;H;0;-5300;50.3;8;6.29;0;0;9;
7008;D;Cleveland;cle;cin;A;4100;-100;50;8;6.25;1.52;8;11;
7016;D;Miami;mia;buf;A;4700;300;50;7;7.14;1.52;1;5;
7021;D;New York J;nyj;jac;H;4700;-100;50;7;7.14;1.52;-1;5;
7032;D;Houston;hou;;H;0;-4700;50;8;6.25;0;20;9;
5367;WR;Bryant, Martavis;pit;oak;H;6900;-300;49.7;3;16.57;2.4;6.9;11;
3953;RB;McCluster, Dexter;ten;no;A;5000;-200;49.5;7;7.07;1.41;5.8;4;
2987;RB;West, Charcandrick;kan;;H;0;-6600;49.2;6;8.2;0;20.2;9;
2665;RB;Reece, Marcel;oak;pit;A;4800;0;49;7;7;1.46;4.1;6;
7011;D;Detroit;det;;H;0;-4500;49;8;6.13;0;-1;9;
7031;D;Washington;was;ne;A;4000;4000;49;7;7;1.75;0;8;
4311;TE;Miller, Heath;pit;oak;H;5800;800;48.8;8;6.1;1.05;15.5;11;
4585;TE;Donnell, Larry;nyg;tam;A;5100;0;48.8;8;6.1;1.2;2.7;11;
3552;RB;Jones, Matt;was;ne;A;5800;5800;48.6;6;8.1;1.4;0;8;
3809;WR;Wallace, Mike;min;stl;H;5300;0;48.2;7;6.89;1.3;0;5;
6163;K;Carpenter, Dan;buf;mia;H;4600;4600;48;7;6.86;1.49;0;8;
1401;QB;Mallett, Ryan;hou;;H;0;-6000;47.9;5;9.58;0;0;9;
5410;WR;Crowder, Jamison;was;ne;A;5700;5700;47.4;7;6.77;1.19;0;8;
4270;TE;Gates, Antonio;sdg;chi;H;6000;100;47.3;3;15.77;2.63;7.6;10;
4629;TE;Rodgers, Richard;gb;car;A;4800;-200;47.1;7;6.73;1.4;2.6;7;
7013;D;Indianapolis;ind;den;H;4100;0;47;8;5.88;1.43;7;10;
7030;D;Tennessee;ten;no;A;4100;-400;47;7;6.71;1.64;4;4;
5103;WR;Shorts, Cecil;hou;;H;0;-5400;46.9;5;9.38;0;0;9;
7004;D;Buffalo;buf;mia;H;4700;4700;46;7;6.57;1.4;0;8;
5402;RB;Rawls, Thomas;sea;;H;0;-5000;45.9;7;6.56;0;1;9;
5167;WR;Hogan, Chris;buf;mia;H;5100;5100;45.66;6;7.61;1.49;0;8;
5238;WR;Wilson, Marquess;chi;sdg;A;4800;-200;45.2;7;6.46;1.35;1.9;7;
6205;K;Zuerlein, Greg;stl;min;A;4500;-100;45;7;6.43;1.43;5;6;
7022;D;Oakland;oak;pit;A;4200;100;45;7;6.43;1.53;6;6;
2915;RB;Thompson, Chris;was;ne;A;5500;5500;44.5;6;7.42;1.35;0;8;
7003;D;Baltimore;bal;;H;0;-4400;44;8;5.5;0;3;9;
2940;RB;Andrews, Antonio;ten;no;A;5700;400;43.9;5;8.78;1.54;9.7;4;
6159;K;Prater, Matt;det;;H;0;-4600;43;8;5.38;0;4;9;
7019;D;New Orleans;no;ten;H;4200;0;43;8;5.38;1.28;1;11;
2960;RB;Blue, Alfred;hou;;H;0;-6500;42.8;7;6.11;0;9.7;9;
4537;TE;Rudolph, Kyle;min;stl;H;4800;-100;42.5;7;6.07;1.26;3.2;5;
6236;K;Myers, Jason;jac;nyj;A;4600;4600;42;7;6;1.3;0;8;
7014;D;Jacksonville;jac;nyj;A;4300;4300;42;7;6;1.4;0;8;
3848;WR;Heyward-Bey, Darrius;pit;oak;H;4900;0;41.4;7;5.91;1.21;0;11;
1421;QB;Manuel, E.J.;buf;mia;H;6600;6600;41.24;3;13.75;2.08;0;8;
4533;TE;Cameron, Jordan;mia;buf;A;5200;-300;41.2;7;5.89;1.13;4.4;5;
6218;K;Hocker, Zach;no;ten;H;0;0;41;6;6.83;0;0;11;
5362;WR;Brown, Corey;car;gb;H;4700;0;40.6;7;5.8;1.23;13.1;5;
3802;WR;Harvin, Percy;buf;mia;H;5000;5000;40.4;5;8.08;1.62;0;8;
5215;WR;Wheaton, Markus;pit;oak;H;4800;0;40.2;8;5.03;1.05;1;11;
6211;K;Sturgis, Caleb;phi;dal;A;5000;5000;39;4;9.75;1.95;0;8;
4569;TE;Ertz, Zach;phi;dal;A;5000;5000;39;7;5.57;1.11;0;8;
2880;RB;Dunbar, Lance;dal;phi;H;0;0;38.7;4;9.68;0;0;6;
1411;QB;Weeden, Brandon;dal;phi;H;6400;0;38.56;4;9.64;1.51;0;6;
3858;WR;Hartline, Brian;cle;cin;A;5200;200;38.2;8;4.78;0.92;17.2;11;
6166;K;Barth, Connor;tam;nyg;H;4800;0;38;3;12.67;2.64;11;6;
3898;WR;Cooper, Riley;phi;dal;A;5300;5300;38;5;7.6;1.43;0;8;
5159;WR;Sanu, Mohamed;cin;cle;H;4900;-100;37.4;7;5.34;1.09;2;7;
2892;RB;Ellington, Andre;ari;;H;0;-5400;37.2;5;7.44;0;0;9;
2927;RB;Sankey, Bishop;ten;no;A;4600;-600;37.2;7;5.31;1.16;-2;4;
6169;K;Succop, Ryan;ten;no;A;4500;0;37;7;5.29;1.17;7;4;
2871;RB;Morris, Alfred;was;ne;A;5400;5400;36.1;7;5.16;0.96;0;8;
3748;WR;Royal, Eddie;chi;sdg;A;4900;-200;36;6;6;1.22;1.6;7;
6237;K;Franks, Andrew;mia;buf;A;4500;0;36;7;5.14;1.14;1;5;
7027;D;San Francisco;sfo;atl;H;4000;0;36;8;4.5;1.13;4;10;
2908;RB;Juszczyk, Kyle;bal;;H;0;-4500;35.9;8;4.49;0;4.4;9;
2879;RB;Polk, Chris;hou;;H;0;-5300;35.4;8;4.43;0;2.7;9;
3571;WR;White, Roddy;atl;sfo;A;5300;100;35;7;5;0.94;3.4;10;
6225;K;Boswell, Chris;pit;oak;H;4500;0;35;4;8.75;1.94;4;11;
5392;WR;Montgomery, Ty;gb;car;A;5600;0;34.5;6;5.75;1.03;0;7;
3824;WR;Britt, Kenny;stl;min;A;4800;-200;34.4;7;4.91;1.02;0;6;
4437;TE;Cook, Jared;stl;min;A;5200;0;34;7;4.86;0.93;8.7;6;
4335;TE;Daniels, Owen;den;ind;A;4700;0;33.4;7;4.77;1.02;5.9;7;
2647;RB;Tolbert, Mike;car;gb;H;5200;0;33.2;7;4.74;0.91;4.5;5;
2520;RB;Jackson, Fred;sea;;H;0;-6100;33.1;8;4.14;0;1.4;9;
5212;WR;Stills, Kenny;mia;buf;A;4500;0;33;6;5.5;1.22;7.3;5;
5140;WR;Hawkins, Andrew;cle;cin;A;4800;0;32.7;7;4.67;0.97;0;11;
5070;WR;Walters, Bryan;jac;nyj;A;0;0;32.3;6;5.38;0;0;8;
5252;WR;Watkins, Sammy;buf;mia;H;6200;6200;32.2;4;8.05;1.3;0;8;
1155;QB;Vick, Michael;pit;oak;H;6500;0;31.74;5;6.35;0.98;0;11;
5177;WR;Holmes, Andre;oak;pit;A;5100;100;31.7;6;5.28;1.04;18.4;6;
1060;QB;Hasselbeck, Matt;ind;den;H;6100;0;31.6;2;15.8;2.59;0;10;
2911;RB;Cunningham, Benny;stl;min;A;4900;0;31.5;7;4.5;0.92;0;6;
4609;TE;Fells, Darren;ari;;H;0;-4600;31.1;5;6.22;0;0;9;
5361;WR;Gabriel, Taylor;cle;cin;A;5000;100;30.9;8;3.86;0.77;5.2;11;
5111;WR;Kerley, Jeremy;nyj;jac;H;5100;-100;30.8;6;5.13;1.01;8.3;5;
6095;K;Novak, Nick;hou;;H;0;-4500;30;5;6;0;8;9;
3610;WR;Austin, Miles;phi;dal;A;5200;5200;30;7;4.29;0.82;0;8;
7009;D;Dallas;dal;phi;H;4500;0;30;7;4.29;0.95;8;6;
2958;WR;Thomas, De'Anthony;kan;;H;0;-4500;29.5;8;3.69;0;10.7;9;
5209;WR;Patton, Quinton;sfo;atl;H;4500;0;29.4;8;3.68;0.82;4.3;10;
4602;TE;Seferian-Jenkins, Austin;tam;nyg;H;5200;0;29.4;2;14.7;2.83;0;6;
2819;RB;Powell, Bilal;nyj;jac;H;4900;-300;29.3;5;5.86;1.2;0;5;
6234;K;Brindza, Kyle;tam;nyg;H;0;0;29;4;7.25;0;0;6;
5385;WR;Conley, Chris;kan;;H;0;-5300;29;6;4.83;0;1.1;9;
5339;WR;Wilson, Albert;kan;;H;0;-4500;28.5;6;4.75;0;2.7;9;
2982;RB;Oliver, Branden;sdg;chi;H;5100;0;28.5;7;4.07;0.8;4.4;10;
4323;TE;Davis, Vernon;den;ind;A;4900;0;28.4;6;4.73;0.97;5.4;7;
4327;TE;Fasano, Anthony;ten;no;A;4500;0;28.4;7;4.06;0.9;1.4;4;
5163;WR;Beasley, Cole;dal;phi;H;5200;0;28.4;7;4.06;0.78;0;6;
7006;D;Chicago;chi;sdg;A;4000;-200;28;7;4;1;4;7;
5200;WR;Bailey, Stedman;stl;min;A;4500;0;27.9;7;3.99;0.89;0;6;
5207;WR;Hunter, Justin;ten;no;A;4600;0;27.5;7;3.93;0.85;2.7;4;
4564;TE;Celek, Garrett;sfo;atl;H;4500;0;27.4;8;3.43;0.76;0;10;
5408;WR;Roberts, Seth;oak;pit;A;5000;-100;27.2;7;3.89;0.78;2.6;6;
6088;K;Scobee, Josh;pit;oak;H;0;0;27;4;6.75;0;0;11;
1438;QB;Manziel, Johnny;cle;cin;A;6500;-100;26.92;4;6.73;1.04;0.58;11;
5261;WR;Huff, Josh;phi;dal;A;5300;5300;26.6;5;5.32;1;0;8;
5326;WR;Coleman, Brandon;no;ten;H;4800;0;26.6;8;3.33;0.69;1.9;11;
5384;WR;Dorsett, Phillip;ind;den;H;5200;0;26.6;7;3.8;0.73;0;10;
5188;WR;Wright, Jarius;min;stl;H;4900;0;26.4;6;4.4;0.9;1.3;5;
5382;WR;Green-Beckham, Dorial;ten;no;A;4900;0;25.9;5;5.18;1.06;1.7;4;
5370;RB;Allen, Javorius;bal;;H;0;-5000;25.2;8;3.15;0;4.6;9;
2820;RB;Jones, Taiwan;oak;pit;A;0;0;25;5;5;0;12.9;6;
7026;D;San Diego;sdg;chi;H;4600;200;25;8;3.13;0.68;2;10;
2719;RB;Bell, Joique;det;;H;0;-5200;24.9;5;4.98;0;5.6;9;
3820;WR;Murphy, Louis;tam;nyg;H;0;-4700;24.8;5;4.96;0;0;6;
5097;WR;Inman, Dontrelle;sdg;chi;H;5000;-100;24.7;5;4.94;0.99;1.5;10;
4376;TE;Chandler, Scott;ne;was;H;4600;-300;24.6;6;4.1;0.89;1.4;4;
5371;RB;Langford, Jeremy;chi;sdg;A;6400;1700;24.1;6;4.02;0.63;4.6;7;
2902;RB;Stacy, Zac;nyj;jac;H;5000;100;23.5;5;4.7;0.94;2.3;5;
