GID;Pos;Name;Team;Opponent;Home/Away;Salary;Salary Change;Points;GP;Pts/Game;Pts/G/$;Pts/G(alt);Bye week;
2520;RB;Jackson, Fred;sea;sfo;H;5400;0;33.1;8;4.14;0.77;0;9;
4376;TE;Chandler, Scott;ne;buf;H;4600;0;32.2;8;4.03;0.88;6.6;4;
2911;RB;Cunningham, Benny;stl;bal;A;4700;-200;32.2;8;4.03;0.86;0.7;6;
5381;WR;Funchess, Devin;car;was;H;5100;-100;32.2;9;3.58;0.7;5.1;5;
3731;WR;Douglas, Harry;ten;jac;A;5300;800;31.9;7;4.56;0.86;4.1;4;
1155;QB;Vick, Michael;pit;;H;0;-5800;31.74;5;6.35;0;0;11;
1060;QB;Hasselbeck, Matt;ind;atl;A;6300;6300;31.6;2;15.8;2.51;0;10;
4323;TE;Davis, Vernon;den;chi;A;5000;-100;31.3;8;3.91;0.78;2.9;7;
1233;QB;Romo, Tony;dal;mia;A;8000;8000;31.14;2;15.57;1.95;0;6;
5339;WR;Wilson, Albert;kan;sdg;A;4500;0;30.6;7;4.37;0.97;2.1;9;
3946;WR;LaFell, Brandon;ne;buf;H;6900;700;30.5;4;7.63;1.11;7.6;4;
5200;WR;Bailey, Stedman;stl;bal;A;4500;0;30.2;8;3.78;0.84;0;6;
2719;RB;Bell, Joique;det;oak;H;5400;200;29.4;6;4.9;0.91;4.5;9;
4602;TE;Seferian-Jenkins, Austin;tam;phi;A;5100;-200;29.4;2;14.7;2.88;0;6;
2819;RB;Powell, Bilal;nyj;hou;A;4900;0;29.3;5;5.86;1.2;0;5;
6234;K;Brindza, Kyle;tam;phi;A;0;0;29;4;7.25;0;0;6;
5385;WR;Conley, Chris;kan;sdg;A;5200;-200;29;6;4.83;0.93;0;9;
5188;WR;Wright, Jarius;min;gb;H;4900;0;28.8;8;3.6;0.73;0.7;5;
4650;TE;Williams, Maxx;bal;stl;H;4700;100;28.8;7;4.11;0.88;12;9;
2982;RB;Oliver, Branden;sdg;kan;H;0;0;28.5;7;4.07;0;0;10;
4493;TE;Gresham, Jermaine;ari;cin;H;4500;0;28.3;9;3.14;0.7;9.6;9;
5204;WR;Givens, Chris;bal;stl;H;4500;0;28.3;7;4.04;0.9;11.7;9;
5370;RB;Allen, Javorius;bal;stl;H;4900;-100;28;9;3.11;0.63;2.8;9;
4534;TE;Thomas, Julius;jac;ten;H;5200;-200;27.4;5;5.48;1.05;3.3;8;
5234;WR;Whalen, Griff;ind;atl;A;4500;4500;27.2;6;4.53;1.01;0;10;
2934;RB;Williams, Andre;nyg;;H;0;-5000;27.1;10;2.71;0;0.2;11;
6088;K;Scobee, Josh;pit;;H;0;0;27;4;6.75;0;0;11;
5097;WR;Inman, Dontrelle;sdg;kan;H;5000;5000;27;6;4.5;0.9;0;10;
1430;QB;Jones, Landry;pit;;H;0;-6200;26.86;4;6.72;0;0.92;11;
5384;WR;Dorsett, Phillip;ind;atl;A;5000;5000;26.6;7;3.8;0.76;0;10;
4482;TE;Dickson, Ed;car;was;H;4800;300;26.5;7;3.79;0.79;9.6;5;
6208;K;Forbath, Kai;no;;H;0;-4700;26;5;5.2;0;2;11;
2902;RB;Stacy, Zac;nyj;hou;A;0;-4800;25.9;7;3.7;0;0;5;
4586;TE;Hill, Josh;no;;H;0;-4700;25.7;8;3.21;0;0;11;
6203;K;Bullock, Randy;nyj;hou;A;4500;4500;25;4;6.25;1.39;5;5;
3820;WR;Murphy, Louis;tam;phi;A;0;0;24.8;5;4.96;0;0;6;
4599;TE;Carrier, Derek;was;car;A;4900;0;24.6;8;3.08;0.63;1.9;8;
2881;RB;Grimes, Jonathan;hou;nyj;H;5300;0;24.2;6;4.03;0.76;5;9;
4538;TE;Kendricks, Lance;stl;bal;A;4600;0;24.1;8;3.01;0.65;0.9;6;
2820;RB;Jones, Taiwan;oak;det;A;5000;-900;24.1;7;3.44;0.69;0;6;
2994;RB;Coleman, Tevin;atl;ind;H;5000;5000;23.8;7;3.4;0.68;0;10;
5229;WR;Brown, Jaron;ari;cin;H;4500;0;23.3;7;3.33;0.74;5.3;9;
4574;TE;Rivera, Mychal;oak;det;A;4700;0;23.2;8;2.9;0.62;7.6;6;
4578;TE;Willson, Luke;sea;sfo;H;4500;0;23;7;3.29;0.73;0;9;
5353;WR;Fowler, Bennie;den;chi;A;4800;-100;22.7;7;3.24;0.68;2.2;7;
2953;RB;Gray, Jonas;mia;dal;H;5000;0;22.4;5;4.48;0.9;0;5;
4542;TE;Green, Virgil;den;chi;A;4500;0;22;6;3.67;0.81;1.3;7;
4660;TE;Boyle, Nick;bal;stl;H;4500;0;21.8;7;3.11;0.69;5;9;
4640;TE;Fiedorowicz, C.J.;hou;nyj;H;4500;0;21.4;8;2.68;0.59;4;9;
1426;QB;Smith, Geno;nyj;hou;A;6000;200;21;1;21;3.5;0;5;
2913;RB;Olawale, Jamize;oak;det;A;4800;0;20.9;6;3.48;0.73;7.4;6;
4670;TE;Tye, Will;nyg;;H;0;-4700;20.7;7;2.96;0;8.1;11;
5375;RB;Ward, Terron;atl;ind;H;4500;4500;20.6;6;3.43;0.76;0;10;
5407;WR;Mumphery, Keith;hou;nyj;H;4800;0;19.9;8;2.49;0.52;0;9;
2873;RB;Asiata, Matt;min;gb;H;4500;0;19.8;9;2.2;0.49;3.5;5;
5383;WR;Strong, Jaelen;hou;nyj;H;5000;0;19.3;4;4.83;0.97;0;9;
4597;TE;Stoneburner, Jake;mia;dal;H;4500;0;19.2;3;6.4;1.42;0;5;
3978;WR;Roberts, Andre;was;car;A;4900;0;19;6;3.17;0.65;0;8;
4457;TE;Myers, Brandon;tam;phi;A;4600;100;18.7;6;3.12;0.68;5;6;
5155;WR;Martin, Keshawn;ne;buf;H;4900;400;18.5;3;6.17;1.26;0;4;
5191;WR;Bellamy, Josh;chi;den;H;4500;-200;18.5;5;3.7;0.82;0;7;
5202;WR;Dobson, Aaron;ne;buf;H;4500;0;18.4;5;3.68;0.82;1;4;
5226;WR;Brown, Marlon;bal;stl;H;4500;0;18.2;9;2.02;0.45;1.1;9;
4551;TE;Allen, Dwayne;ind;atl;A;4800;4800;18;6;3;0.63;0;10;
4628;TE;Perillo, Justin;gb;min;A;4800;4800;18;3;6;1.25;14.3;7;
2580;WR;Grant, Ryan;was;car;A;0;0;17.8;5;3.56;0;0;8;
4499;TE;Hoomanawanui, Michael;no;;H;0;-4600;17.6;5;3.52;0;0;11;
2932;RB;Mason, Tre;stl;bal;A;5000;100;17.6;7;2.51;0.5;3.2;6;
5333;WR;Thielen, Adam;min;gb;H;4500;0;17.5;4;4.38;0.97;1.4;5;
4648;TE;Brate, Cameron;tam;phi;A;4500;0;17.4;5;3.48;0.77;1.1;6;
3103;WR;Johnson, Charles;min;gb;H;4900;0;17.2;6;2.87;0.59;0;5;
5378;WR;Agholor, Nelson;phi;tam;H;5100;200;17.2;6;2.87;0.56;4.7;8;
6230;K;Parkey, Cody;phi;tam;H;0;0;17;3;5.67;0;0;8;
4495;TE;Harbor, Clay;jac;ten;H;4500;-100;16.9;3;5.63;1.25;0;8;
2976;RB;Darkwa, Orleans;nyg;;H;0;-5100;16.9;4;4.23;0;1.5;11;
3587;WR;Jennings, Greg;mia;dal;H;4500;0;16.8;8;2.1;0.47;1.4;5;
4591;TE;Wright, Tim;det;oak;H;4500;0;16.8;4;4.2;0.93;0;9;
5412;WR;Humphries, Adam;tam;phi;A;5000;0;16.8;4;4.2;0.84;3.5;6;
1381;QB;Gabbert, Blaine;sfo;sea;A;6000;6000;16.6;1;16.6;2.77;0;10;
5365;WR;Ross, Rashad;was;car;A;4800;0;16.6;7;2.37;0.49;0;8;
3743;WR;Caldwell, Andre;den;chi;A;4500;0;16.4;8;2.05;0.46;8.3;7;
2935;RB;McKinnon, Jerick;min;gb;H;4700;0;16.3;9;1.81;0.39;1.2;5;
5295;WR;Grant, Ryan;was;car;A;4600;0;16.1;2;8.05;1.75;0;8;
2975;RB;Taliaferro, Lorenzo;bal;stl;H;0;0;16.1;3;5.37;0;0;9;
2957;RB;Williams, Damien;mia;dal;H;4900;0;16;8;2;0.41;0;5;
4605;TE;Niklas, Troy;ari;cin;H;4500;0;16;2;8;1.78;0;9;
2813;RB;Helu, Roy;oak;det;A;4900;-400;15.8;5;3.16;0.64;0;6;
1440;QB;Mettenberger, Zach;ten;jac;A;6000;0;15.74;4;3.94;0.66;0;4;
4594;TE;Doyle, Jack;ind;atl;A;4500;4500;15.7;4;3.93;0.87;0;10;
2834;RB;Miller, Bruce;sfo;sea;A;4500;4500;15.3;5;3.06;0.68;0;10;
4576;TE;Sims, Dion;mia;dal;H;4600;0;15.3;6;2.55;0.55;1.3;5;
4433;TE;Phillips, John;sdg;kan;H;4500;4500;15.2;4;3.8;0.84;0;10;
5144;WR;Lockette, Ricardo;sea;sfo;H;0;0;14.9;4;3.73;0;0;9;
4324;TE;Lewis, Marcedes;jac;ten;H;4500;-100;14.7;8;1.84;0.41;1.4;8;
2535;RB;Bradshaw, Ahmad;ind;atl;A;5000;5000;14.6;4;3.65;0.73;0;10;
5364;WR;Street, Devin;dal;mia;A;4900;0;14.6;5;2.92;0.6;1.5;6;
2891;RB;Davis, Knile;kan;sdg;A;4700;-200;14.5;8;1.81;0.39;0;9;
2730;RB;Dixon, Anthony;buf;ne;A;4600;0;14.4;6;2.4;0.52;0;8;
4571;TE;Gragg, Chris;buf;ne;A;4500;0;14.4;3;4.8;1.07;0;8;
5225;WR;Thompkins, Kenbrell;nyj;hou;A;4900;100;14.3;3;4.77;0.97;0.7;5;
5391;WR;Greene, Rashad;jac;ten;H;0;0;14;2;7;0;0;8;
2874;RB;Bolden, Brandon;ne;buf;H;5900;0;13.7;4;3.43;0.58;-0.3;4;
2875;RB;Draughn, Shaun;sfo;sea;A;5600;5600;13.7;6;2.28;0.41;0;10;
5277;WR;Campanaro, Michael;bal;stl;H;0;0;13.7;4;3.43;0;0;9;
3828;WR;Norwood, Jordan;den;chi;A;4500;0;13.5;5;2.7;0.6;0;7;
5417;WR;Meredith, Cameron;chi;den;H;4500;0;13.5;4;3.38;0.75;0;7;
5420;WR;Enunwa, Quincy;nyj;hou;A;0;0;13.4;4;3.35;0;0;5;
4554;TE;Ellison, Rhett;min;gb;H;4500;0;13.3;5;2.66;0.59;8.8;5;
5247;WR;Williams, Nick;atl;ind;H;4500;4500;13.3;7;1.9;0.42;0;10;
3860;WR;Tate, Brandon;cin;ari;A;4700;0;12.9;9;1.43;0.3;0;7;
1227;QB;McCown, Luke;no;;H;0;-5000;12.4;2;6.2;0;0;11;
3906;WR;Easley, Marcus;buf;ne;A;4500;0;12.3;2;6.15;1.37;0;8;
5219;WR;Butler, Brice;dal;mia;A;4900;0;12.3;2;6.15;1.26;0;6;
2901;RB;Robinson, Denard;jac;ten;H;5000;-300;12;5;2.4;0.48;0.1;8;
2954;RB;White, James;ne;buf;H;5100;5100;11.8;5;2.36;0.46;1.6;4;
4664;TE;O'Shaughnessy, James;kan;sdg;A;4500;0;11.7;5;2.34;0.52;0;9;
4424;TE;Stevens, Craig;ten;jac;A;4500;0;11.2;5;2.24;0.5;0;4;
3611;WR;Avant, Jason;kan;sdg;A;4500;0;11.1;5;2.22;0.49;0;9;
4462;TE;Pettigrew, Brandon;det;oak;H;4500;0;11.1;4;2.78;0.62;6.7;9;
4570;TE;Escobar, Gavin;dal;mia;A;4500;0;11.1;5;2.22;0.49;2.7;6;
1249;QB;Orlovsky, Dan;det;oak;H;5000;0;11.04;2;5.52;1.1;0;9;
4491;TE;Graham, Garrett;hou;nyj;H;4500;0;11;7;1.57;0.35;0;9;
5187;WR;Owusu, Chris;nyj;hou;A;4600;-100;11;3;3.67;0.8;0;5;
4572;TE;McDonald, Vance;sfo;sea;A;4600;4600;10.9;8;1.36;0.3;0;10;
2549;RB;Kuhn, John;gb;min;A;4500;0;10.7;4;2.68;0.59;0;7;
1437;QB;McGloin, Matt;oak;det;A;5500;0;10.68;1;10.68;1.94;0;6;
1414;QB;Osweiler, Brock;den;chi;A;6000;400;10.64;1;10.64;1.77;10.64;7;
5425;WR;Dye, Donteea;tam;phi;A;4500;0;10.6;5;2.12;0.47;1.6;6;
4481;TE;Cumberland, Jeff;nyj;hou;A;4500;0;10.2;4;2.55;0.57;0;5;
2916;RB;Whittaker, Fozzy;car;was;H;4500;-300;10.1;9;1.12;0.25;0;5;
5265;WR;Ellington, Bruce;sfo;sea;A;4500;4500;10.1;6;1.68;0.37;0;10;
5421;WR;Smith, Devin;nyj;hou;A;4800;100;9.7;4;2.43;0.51;0.7;5;
5194;WR;Ross, Jeremy;bal;stl;H;4500;0;9.5;5;1.9;0.42;-2;9;
5208;WR;Patterson, Cordarrelle;min;gb;H;4500;0;9.5;9;1.06;0.23;6.6;5;
4535;TE;Smith, Lee;oak;det;A;4500;0;9.1;8;1.14;0.25;0.6;6;
4337;TE;Fells, Daniel;nyg;;H;0;-4500;9;2;4.5;0;0;11;
4653;TE;James, Jesse;pit;;H;0;-4700;9;2;4.5;0;0.7;11;
5351;WR;Janis, Jeff;gb;min;A;4500;0;8.9;2;4.45;0.99;0;7;
2998;RB;Ajayi, Jay;mia;dal;H;5200;300;8.9;2;4.45;0.86;4.8;5;
4577;TE;Toilolo, Levine;atl;ind;H;4500;4500;8.6;6;1.43;0.32;0;10;
3770;WR;Jackson, DeSean;was;car;A;6100;100;8.4;3;2.8;0.46;5.4;8;
2914;RB;Ware, Spencer;kan;sdg;A;4700;4700;8.4;3;2.8;0.6;0.4;9;
5256;WR;Lee, Marqise;jac;ten;H;4600;0;8.3;3;2.77;0.6;1.6;8;
2736;RB;Gerhart, Toby;jac;ten;H;4700;-300;8.2;5;1.64;0.35;0;8;
5398;RB;Robinson, Josh;ind;atl;A;0;0;8.2;5;1.64;0;0;10;
5397;RB;Zenner, Zach;det;oak;H;0;0;8.1;4;2.03;0;0;9;
2867;RB;Turbin, Robert;cle;;H;0;-4700;7.8;3;2.6;0;0;11;
5350;WR;Abbrederis, Jared;gb;min;A;4900;4900;7.7;3;2.57;0.52;7.7;7;
2805;RB;DiMarco, Patrick;atl;ind;H;4500;4500;7.4;6;1.23;0.27;0;10;
1450;QB;Griffin, Ryan;hou;nyj;H;4800;0;7.4;2;3.7;0.77;5.1;9;
5368;WR;Matthews, Chris;sea;sfo;H;4500;0;7.4;7;1.06;0.23;0;9;
2855;RB;Herron, Dan;buf;ne;A;0;0;7.2;4;1.8;0;0;8;
5320;RB;Davis, Mike;sfo;sea;A;0;0;7.2;4;1.8;0;0;10;
1350;QB;Clausen, Jimmy;chi;den;H;5700;0;7.16;2;3.58;0.63;0;7;
5157;WR;Quick, Brian;stl;bal;A;4700;0;7.1;5;1.42;0.3;4.2;6;
2910;RB;Bohanon, Tommy;nyj;hou;A;4500;0;7.1;3;2.37;0.53;2.3;5;
4669;TE;Pruitt, MyCole;min;gb;H;4500;0;7.1;6;1.18;0.26;1.7;5;
5380;WR;Parker, DeVante;mia;dal;H;4500;0;6.9;2;3.45;0.77;0;5;
3969;WR;Parker, Preston;nyg;;H;0;0;6.8;2;3.4;0;0;11;
4484;TE;Dray, Jim;cle;;H;0;-4500;6.8;5;1.36;0;0;11;
5387;WR;Hardy, Justin;atl;ind;H;4500;4500;6.8;2;3.4;0.76;0;10;
2495;RB;Bush, Reggie;sfo;sea;A;0;0;6.7;5;1.34;0;0;10;
4403;TE;Davis, Kellen;nyj;hou;A;4500;0;6.6;5;1.32;0.29;0;5;
1399;QB;Yates, T.J.;hou;nyj;H;5100;5100;6.56;1;6.56;1.29;6.56;9;
1262;QB;Clemens, Kellen;sdg;kan;H;5200;5200;6.52;1;6.52;1.25;0;10;
5409;WR;Nelson, J.J.;ari;cin;H;4500;0;6.5;3;2.17;0.48;0;9;
2890;RB;Burkhead, Rex;cin;ari;A;4500;0;6.4;6;1.07;0.24;0;7;
2972;RB;Carey, Ka'Deem;chi;den;H;4800;0;6.4;2;3.2;0.67;3.6;7;
4455;TE;Coffman, Chase;ten;jac;A;4500;0;6.2;1;6.2;1.38;0;4;
2898;RB;Michael, Christine;dal;mia;A;5400;-300;5.8;5;1.16;0.21;0.8;6;
5400;WR;Whitehead, Lucky;dal;mia;A;4500;-200;5.7;5;1.14;0.25;0.5;6;
1339;QB;Sanchez, Mark;phi;tam;H;6400;900;5.64;1;5.64;0.88;5.64;8;
2818;RB;Rodgers, Jacquizz;chi;den;H;0;-4500;5.6;5;1.12;0;0;7;
5203;WR;Fuller, Corey;det;oak;H;4500;0;5.6;3;1.87;0.41;0;9;
5241;WR;White, Myles;nyg;;H;0;0;5.4;5;1.08;0;3.3;11;
5426;RB;Gaskins, Kendall;sfo;sea;A;5000;5000;5.3;2;2.65;0.53;0;10;
3744;WR;Simpson, Jerome;sfo;sea;A;4700;4700;4.9;2;2.45;0.52;0;10;
5428;WR;Marquez, Bradley;stl;bal;A;4500;0;4.7;3;1.57;0.35;2.9;6;
3661;WR;Bowe, Dwayne;cle;;H;0;-4700;4.6;4;1.15;0;0;11;
2604;RB;Hightower, Tim;no;;H;0;-4500;4.6;1;4.6;0;4.6;11;
5268;WR;Latimer, Cody;den;chi;A;4500;0;4.5;2;2.25;0.5;4.5;7;
2863;RB;Rainey, Bobby;tam;phi;A;4600;0;4.4;8;0.55;0.12;0;6;
5396;RB;Murphy, Marcus;no;;H;0;-4500;4;10;0.4;0;0;11;
3949;WR;Mariani, Marc;chi;den;H;4500;0;3.7;9;0.41;0.09;-2;7;
4532;TE;Stocker, Luke;tam;phi;A;4500;0;3.7;3;1.23;0.27;0;6;
2791;RB;Young, Darrel;was;car;A;4500;0;3.6;6;0.6;0.13;1.5;8;
5205;WR;Goodwin, Marquise;buf;ne;A;0;-4500;3.4;2;1.7;0;0;8;
2861;RB;Pierce, Bernard;jac;ten;H;4500;0;3.3;4;0.83;0.18;0;8;
4666;TE;Bell, Blake;sfo;sea;A;4500;4500;3.2;3;1.07;0.24;0;10;
2965;RB;Thompson, Juwan;den;chi;A;4900;0;3.1;4;0.78;0.16;0;7;
2999;RB;Artis-Payne, Cameron;car;was;H;4500;0;3.1;3;1.03;0.23;0;5;
5399;WR;Davis, Geremy;nyg;;H;0;-4500;3.1;3;1.03;0;0;11;
5418;WR;Worthy, Chandler;hou;nyj;H;4900;0;2.9;3;0.97;0.2;0;9;
4553;TE;Hanna, James;dal;mia;A;4500;0;2.8;4;0.7;0.16;0;6;
5416;WR;White, DeAndrew;sfo;sea;A;4500;4500;2.8;2;1.4;0.31;0;10;
5419;WR;Waller, Darren;bal;stl;H;0;0;2.8;3;0.93;0;0;9;
5276;WR;Butler, Jeremy;bal;stl;H;4500;0;2.6;1;2.6;0.58;2.6;9;
2903;RB;Taylor, Stepfan;ari;cin;H;4500;0;2.5;2;1.25;0.28;0;9;
4518;TE;Quarless, Andrew;gb;min;A;0;0;2.4;1;2.4;0;0;7;
2878;RB;Lane, Jorvorskie;tam;phi;A;0;-4500;2.3;3;0.77;0;1.3;6;
2840;RB;Todman, Jordan;pit;;H;0;-4700;2.2;4;0.55;0;0.8;11;
5423;RB;Harris, Alonzo;gb;min;A;4500;0;1.9;3;0.63;0.14;0;7;
4565;TE;Harkey, Cory;stl;bal;A;4500;0;1.8;3;0.6;0.13;0;6;
5401;RB;Hayne, Jarryd;sfo;sea;A;0;0;1.7;6;0.28;0;0;10;
3732;WR;Weems, Eric;atl;ind;H;4500;4500;1.6;9;0.18;0.04;0;10;
5388;WR;Coates, Sammie;pit;;H;0;-4500;1.6;1;1.6;0;0;11;
2705;RB;Brown, Donald;sdg;kan;H;4500;4500;1.3;1;1.3;0.29;0;10;
5169;WR;Streater, Rod;oak;det;A;4500;0;1.3;1;1.3;0.29;0;6;
2774;RB;Smith, Antone;chi;den;H;4600;0;1.1;1;1.1;0.24;0;7;
4539;TE;Housler, Rob;cle;;H;0;-4500;1.1;3;0.37;0;0;11;
5223;WR;Shepard, Russell;tam;phi;A;4500;0;1.1;3;0.37;0.08;0;6;
2929;RB;West, Terrance;ten;jac;A;4500;0;1.1;2;0.55;0.12;0;4;
4672;TE;Parker, Brian;kan;sdg;A;4500;0;1.1;1;1.1;0.24;1.1;9;
4371;TE;Spaeth, Matt;pit;;H;0;0;0.9;2;0.45;0;0;11;
4431;TE;Mulligan, Matthew;buf;ne;A;4500;4500;0.7;1;0.7;0.16;0;8;
2869;RB;Cadet, Travaris;ne;buf;H;4500;0;0.7;1;0.7;0.16;0;4;
2909;RB;Coleman, Derrick;sea;sfo;H;4500;0;0.7;2;0.35;0.08;0;9;
4595;TE;Gray, Marqueis;buf;ne;A;0;0;0.7;1;0.7;0;0;8;
1213;QB;Hill, Shaun;min;gb;H;5600;0;0.5;1;0.5;0.09;0;5;
5405;RB;Grant, Corey;jac;ten;H;0;0;0.5;5;0.1;0;0;8;
1298;QB;Moore, Matt;mia;dal;H;5400;0;0.36;1;0.36;0.07;0;5;
4450;TE;Johnson, David;sdg;kan;H;4500;4500;0.2;2;0.1;0.02;0;10;
2917;RB;Wood, Cierre;buf;ne;A;0;-4500;0.2;2;0.1;0;0;8;
1334;QB;Daniel, Chase;kan;sdg;A;5000;0;0.16;1;0.16;0.03;0;9;
3678;WR;Jones, Jacoby;pit;;H;0;-4500;0;7;0;0;0;11;
3760;WR;Slater, Matthew;ne;buf;H;4500;0;0;1;0;0;0;4;
2692;RB;Peerman, Cedric;cin;ari;A;4500;0;0;1;0;0;0;7;
2857;RB;James, LaMichael;mia;dal;H;0;-4500;0;1;0;0;0;5;
2887;RB;Barner, Kenjon;phi;tam;H;4500;0;0;1;0;0;0;8;
5239;WR;Golden, Brittan;ari;cin;H;0;-4500;0;3;0;0;0;9;
4614;TE;Helfet, Cooper;sea;sfo;H;0;-4500;0;1;0;0;0;9;
5271;RB;Archer, Dri;pit;;H;0;-4500;0;6;0;0;0;11;
5310;WR;Norwood, Kevin;car;was;H;0;-4500;0;1;0;0;0;5;
5071;QB;Webb, Joe;car;was;H;5000;200;-0.1;2;-0.05;-0.01;0;5;
2829;RB;Ridley, Stevan;nyj;hou;A;5000;300;-0.1;1;-0.1;-0.02;-0.1;5;
1290;QB;Stanton, Drew;ari;cin;H;5200;0;-0.2;2;-0.1;-0.02;0;9;
1467;QB;McCarron, A.J.;cin;ari;A;5100;0;-0.2;1;-0.2;-0.04;0;7;
1423;QB;Renfree, Sean;atl;ind;H;5000;5000;-0.4;1;-0.4;-0.08;0;10;
1452;QB;Garoppolo, Jimmy;ne;buf;H;5000;0;-0.5;3;-0.17;-0.03;0;4;
2860;RB;Pead, Isaiah;stl;bal;A;0;-4700;-1.7;1;-1.7;0;0;6;
5109;WR;Moore, Denarius;buf;ne;A;4500;0;-2;4;-0.5;-0.11;0;8;
