total: 82.44
Martavis Bryant,6.9
Andy Dalton,11.64
Connor Barth,11
Nate Washington,15.4
Stefon Diggs,18.5
Danny Woodhead,5.5
Chris Ivory,5.6
Tyler Eifert,5.9
Green Bay,2
