Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
3;2015;7005;Carolina Defense;Def;car;h;nor;6;4600
3;2015;7030;Tennessee Defense;Def;ten;h;ind;6;4200
3;2015;7011;Detroit Defense;Def;det;h;den;5;4400
3;2015;7006;Chicago Defense;Def;chi;a;sea;5;4000
3;2015;7031;Washington Defense;Def;was;a;nyg;5;4100
3;2015;7018;New England Defense;Def;nwe;h;jac;5;4700
3;2015;7029;Tampa Bay Defense;Def;tam;a;hou;4;4100
3;2015;7021;New York J Defense;Def;nyj;h;phi;4;4500
3;2015;7007;Cincinnati Defense;Def;cin;a;bal;3;4600
3;2015;7002;Atlanta Defense;Def;atl;a;dal;3;4300
3;2015;7008;Cleveland Defense;Def;cle;h;oak;2;4600
3;2015;7027;San Francisco Defense;Def;sfo;a;ari;2;4300
3;2015;7026;San Diego Defense;Def;sdg;a;min;2;4400
3;2015;7014;Jacksonville Defense;Def;jac;a;nwe;-2;4000
3;2015;7009;Dallas Defense;Def;dal;h;atl;-3;4300
3;2015;7015;Kansas City Defense;Def;kan;a;gnb;-3;4300
3;2015;7016;Miami Defense;Def;mia;h;buf;-4;4600
